ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
641821,180000,2006-01-13 0:00,2007-01-14 0:00,quality engineer,-1,m,6/9/91 0:00,70.8,cbse,2008,65.2,cbse,1622,2,B.Tech/B.E.,electronics and instrumentation engineering,72.5,1622,0,Madhya Pradesh,2013,405,520,530,0.376059587,315,300,-1,-1,-1,-1,-1,-0.0154,-1.1196,0.6248,-0.4879,-1.4356
1240207,300000,2007-01-14 0:00,2004-01-15 0:00,game developer,Noida,m,6/3/91 0:00,86,cbse,2009,76,cbse,13210,2,B.Tech/B.E.,computer science & engineering,63,13210,0,Uttar Pradesh,2014,720,455,535,0.968237496,605,-1,-1,-1,-1,-1,-1,0.5591,0.5454,0.1637,0.3995,0.4805
1006997,300000,2001-01-15 0:00,present,graduate engineer trainee,Navi Mumbai,f,9/13/92 0:00,64.2,icse,2010,64.1,icse,3449,2,B.Tech/B.E.,information technology,71,3449,0,Madhya Pradesh,2014,510,505,595,0.978799293,455,-1,561,-1,-1,-1,-1,0.4155,0.0459,0.01,0.2727,0.0973
217036,415000,2009-01-11 0:00,present,software engineer,Mumbai,m,2/27/90 0:00,62,0,2007,61,0,4948,2,B.Tech/B.E.,information technology,60,4948,1,Rajasthan,2011,535,385,335,0.3423149,365,-1,-1,-1,-1,-1,-1,-1.9629,-0.2793,-0.344,0.5323,-0.1295
1274658,320000,2008-01-13 0:00,2001-01-14 0:00,software engineer,Hyderabad,f,4/24/91 0:00,89.7,icse,2009,86.7,icse,7685,2,B.Tech/B.E.,information technology,80,7685,1,West Bengal,2013,720,675,570,-1,-1,-1,-1,-1,-1,-1,-1,0.2718,1.2114,0.4711,-0.1076,0.8637
212055,550000,2007-01-13 0:00,2004-01-14 0:00,software engineer,Bangalore,m,7/22/89 0:00,69.16,up board,2006,65.66,up board,278,1,M.Tech./M.E.,computer engineering,77.5,278,0,Uttar Pradesh,2013,395,435,645,0.990008757,655,-1,-1,-1,-1,-1,-1,-0.5719,0.5008,-0.4891,0.4148,-1.2354
197796,150000,2007-01-11 0:00,2007-01-12 0:00,get,haryana,m,8/5/86 0:00,84,cbse,2004,67,cbse,9019,2,B.Tech/B.E.,mechanical engineering,65.05,9019,0,Haryana,2011,515,575,595,0.840840969,-1,-1,-1,473,-1,-1,-1,-1.4992,0.5008,-0.9245,-0.6428,-0.6035
1077872,220000,2009-01-14 0:00,present,software engineer,Gurgaon,m,12/17/91 0:00,53.4,cbse,2009,65.4,cbse,3879,2,B.Tech/B.E.,computer science & engineering,71.2,3879,0,Madhya Pradesh,2013,560,420,645,0.953899775,575,-1,530,-1,-1,-1,-1,0.1282,-0.2871,-0.1437,-1.1218,1.4386
553436,160000,2005-01-12 0:00,2006-01-14 0:00,java software engineer,Secunderabad,m,6/10/89 0:00,83,ssc,2006,66,boardofintermediate,6072,2,MCA,computer application,81,6072,0,Andhra Pradesh,2012,555,595,515,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.0154,0.5454,0.6248,-1.2486,1.0554
1076441,315000,2001-01-15 0:00,present,system administrator,Hyderabad,m,6/20/91 0:00,88.1,state board,2009,91.1,state board,15854,2,B.Tech/B.E.,electronics and communication engineering,68.2,15854,1,Telangana,2013,535,435,500,0.20739217,305,260,-1,-1,-1,-1,-1,-0.159,0.8784,0.4711,0.2727,0.6721
305041,480000,2012-01-11 0:00,present,software engineer,Gurgaon,f,1/18/90 0:00,89.8,cbse,2007,83.8,cbse,5232,2,B.Tech/B.E.,computer engineering,70,5232,0,Haryana,2011,535,455,525,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.2628,0.1888,0.3817,-0.2902,1.6082
358393,430000,2003-01-13 0:00,present,system engineer,Gurgaon,f,5/14/90 0:00,90.4,cbse,2007,87,cbse,167,2,B.Tech/B.E.,computer engineering,77,167,0,Haryana,2012,585,595,675,0.901489571,545,-1,-1,-1,-1,-1,-1,0.2782,0.3448,0.0914,-1.1422,-0.6035
51897,225000,2001-01-10 0:00,2010-01-10 0:00,software test engineer,Bangalore,f,2/28/86 0:00,84.93,maharashtra state board,2004,81.67,maharashtra state board,127,2,MCA,computer application,74.73,127,0,Maharashtra,2010,515,545,545,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.1082,1.1248,1.9782,-1.9354,-1.0774
439787,280000,2011-01-12 0:00,present,network engineer,New Delhi,f,1/16/90 0:00,86.7,cbse board,2008,80.6,cbse,83,2,B.Tech/B.E.,electronics and communication engineering,74.3,83,0,Uttar Pradesh,2012,425,555,485,0.376059587,-1,300,-1,-1,-1,-1,-1,-1.4992,-1.8393,-0.7794,1.4724,-2.3017
466661,200000,2002-01-13 0:00,2007-01-13 0:00,data analyst,Bangalore,f,5/15/91 0:00,74.4,0,2008,53.33,0,1109,2,B.Tech/B.E.,information science engineering,63.2,1109,1,Karnataka,2012,404,505,435,0.635978757,445,-1,-1,-1,-1,-1,-1,-0.5332,-0.1232,-0.0537,1.3255,0.5024
1204604,300000,2009-01-14 0:00,present,software engineer,Bangalore,m,11/23/91 0:00,74.88,state board,2010,82.55,state board,3572,2,B.Tech/B.E.,computer science & engineering,80,3572,0,Karnataka,2014,500,480,500,0.356536488,465,-1,346,-1,-1,-1,-1,0.1282,0.0459,1.2396,1.0333,0.6721
204287,480000,2002-01-12 0:00,present,senior systems engineer,Hyderabad,f,9/4/89 0:00,88,0,2007,88,0,6327,2,B.Tech/B.E.,electronics and communication engineering,73,6327,0,Andhra Pradesh,2011,334,425,605,0.824666401,285,400,-1,-1,-1,233,-1,0.6646,0.3448,0.3817,-1.3478,0.8183
230873,630000,2007-01-11 0:00,2010-01-14 0:00,systems analyst,Bangalore,m,5/20/90 0:00,80,state board,2007,70,state board,974,2,B.Tech/B.E.,electronics & telecommunications,66,974,0,Maharashtra,2011,555,425,325,0.824666401,455,400,-1,-1,-1,393,-1,-1.3447,0.5008,-1.6502,-0.0552,0.0284
344407,800000,2004-01-14 0:00,2004-01-15 0:00,manager,Rajkot,m,6/22/90 0:00,73,0,2008,54,0,124,2,B.Tech/B.E.,civil engineering,79,124,0,Orissa,2012,405,345,525,0.938588263,-1,-1,-1,-1,-1,-1,480,0.3555,-0.9033,0.9623,0.64983,-0.4229
47916,280000,2010-01-11 0:00,2010-01-12 0:00,software engineer,New Delhi ,m,4/15/87 0:00,52.09,cbse,2006,55.5,cbse,6268,2,B.Tech/B.E.,information technology,61.5,6268,0,Haryana,2010,365,334,475,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,0.2366,0.6498,-0.9194
752781,100000,2007-01-13 0:00,2007-01-13 0:00,technical writer,Hyderabad,f,8/27/92 0:00,90,state board,2009,93,state board,4883,2,B.Tech/B.E.,electronics and communication engineering,77.3,4883,1,Telangana,2013,415,410,535,0.88162007,325,420,-1,-1,-1,-1,-1,-0.3027,0.8784,0.9322,0.7798,-0.0943
355888,320000,2007-01-13 0:00,present,associate software engineer,Bangalore,m,7/3/91 0:00,81.86,"bse,odisha",2008,65.5,"chse,odisha",9786,2,B.Tech/B.E.,computer engineering,70,9786,0,Orissa,2012,475,475,465,0.488347977,405,-1,-1,-1,-1,-1,-1,-1.5765,-1.5273,-1.5051,-1.3184,-0.7615
947111,200000,2007-01-14 0:00,2001-01-15 0:00,software developer,Asifabadbanglore,f,3/20/92 0:00,78.72,state board,2010,69.88,state board,979,2,B.Tech/B.E.,computer science & engineering,70.42,979,1,Karnataka,2014,450,410,320,0.744758354,445,-1,438,-1,-1,-1,-1,-0.159,0.0459,-0.4511,-0.3612,-0.0943
324966,400000,2002-01-13 0:00,present,senior systems engineer,Chennai,f,2/26/91 0:00,70.6,cbse,2008,68,cbse,6609,2,B.Tech/B.E.,information technology,68,6609,1,Tamil Nadu,2012,565,515,464,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.1128,-0.2793,-0.6343,1.32553,-0.6035
